region_id,image_set_id,region_name,region
0190c374-d611-716f-8f87-29523d088d26,0190c390-2168-7d7a-afb2-7190a890cd5e,Caribe,caribe
0190c374-d614-7633-8070-e0516d1afd9d,0190c390-216b-7e4d-9eb1-d5fbb1acb72b,Guanacaste,guanac
0190c374-d614-7633-8070-e0521cc6a1f8,0190c390-216b-7e4d-9eb1-d5fdb8da1b52,Zona Sur,zonsur
0190c374-d614-7633-8070-e05326dc2a82,0190c390-216b-7e4d-9eb1-d5fc2bfaae69,Pacifico Central,pactrl
